company_id,company_name,hq_addr1,hq_addr2,hq_locality,hq_region,hq_postal_code,hq_country,website,industry,company_size
,webAula,,,,,,,,,
,Razorfish,,,,,,,,,
,Organic,,,,,,,,,
,ARCworldwide,,,,,,,,,
11102,Atmosphere BBDO,,,,,,,http://atmospherebbdo.com/,Marketing and Advertising,51-200 employees
,Lobotron,,,,,,,,,
,RAYA,,,,,,,,,
,TVN (Television Nacional de Chile),,,,,,,,,
,Marketing Association,,,,,,,,,
,OgilvyOne,,,,,,,,,
,Miami Ad School - Berlin,,,,,,,,,
,Scholz & Friends Berlin,,,,,,,,,
,Deutsche Telekom AG (Innovations Marketing),,,,,,,,,
,frog,,,,,,,,,
,Deutsche Telekom AG (Products & Innovations),,,,,,,,,
,Sapient Nitro Singapore,,,,,,,,,
,Panama Werbeagentur,,,,,,,,,
,CAS AG,,,,,,,,,
,Satellite Media,,,,,,,,,
67625,Colenso BBDO,,,,,,,,Marketing and Advertising,51-200 employees
19044,Inspired Broadcast Networks,,,,,,,http://www.dataexplorers.com,Information Technology and Services,51-200 employees
85233,RRD Partners,,,,,,,http://www.rrdpartners.com,Staffing and Recruiting,11-50 employees
,Workstream,,,,,,,,,
,Deutsche Bank AG,,,,,,,,,
,WeSC,,,,,,,,,
,Interone,,,,,,,,,
,Hi Res London,,,,,,,,,
,Syrup,,,,,,,,,
,Brown Communications Group,,,,,,,,,
377258,Productive! Magazine,,,,,,,http://productivemagazine.com,Publishing,1-10 employees
1299323,Kult3d,,,,,,,http://,Design,
,Scholz & Friends Digital Berlin,,,,,,,,,
,Chemnitz University of Technology,,,,,,,,,
30766,University of Kassel,,,,,,,,Research,1001-5000 employees
,Citizens International,,,,,,,,,
,Gabriele Skelton,,,,,,,,,
,General Motors,,,,,,,,,
82953,Instinct Entertainment,,,,,,,,Entertainment,1-10 employees
327488,Stickmen Studios,,,,,,,http://www.stickmenstudios.co.nz,Computer Games,1-10 employees
1356418,AGCO International GmbH,,,,,,,http://,Machinery,
19562,BBDO Consulting,,,,,,,,Management Consulting,51-200 employees
5660,T-Online,,,,,,,,Internet,1001-5000 employees
19562,BBDO Consulting,,,,,,,,Management Consulting,51-200 employees
,Audi AG,,,,,,,,,
,Springer-Verlag GmbH & Co. KG,,,,,,,,,
,Cogs Agency,,,,,,,,,
,adidas group,,,,,,,,,
,"DuPont Iberica, S.L.",,,,,,,,,
,HR Gardens Deutschland GmbH,,,,,,,,,
,Fletcher Building,,,,,,,,,
,Placemakers,,,,,,,,,
,Proximity London,,,,,,,,,
,Splendid,,,,,,,,,
,Westpac NZ,,,,,,,,,
,NZ Lotteries,,,,,,,,,
,22TALENTS GmbH & Co. KG,,,,,,,,,
,LBi Germany AG,,,,,,,,,
,LBi,,,,,,,,,
,Deutsche Telekom AG,,,,,,,,,
,NeuStar NGM,,,,,,,,,
,WatchDox,,,,,,,,,
,Oracle (Convergin),,,,,,,,,
,Neustar.biz,,,,,,,,,
,Orbotech.com,,,,,,,,,
,AGT International,,,,,,,,,
,3i-MIND,,,,,,,,,
5347,Followap,,,,,,,,Telecommunications,51-200 employees
20718,SCD,,,,,,,,Semiconductors,11-50 employees
,NeuStar (NYSE: NSR),,,,,,,,,
5347,Followap,,,,,,,,Telecommunications,51-200 employees
,Camelot,,,,,,,,,
,Given Imaging,,,,,,,,,
,"Bullseye Central, LLC",,,,,,,,,
,NeuStar NGM (previously Followap),,,,,,,,,
,Align Technology,,,,,,,,,
,RADVISION,,,,,,,,,
,Eldor,,,,,,,,,
,Nexus IT Solutions,,,,,,,,,
,BitBand,,,,,,,,,
,Avidov Ltd.,,,,,,,,,
,LEAD77 Ltd.,,,,,,,,,
,KLA-Tencor Corporation,,,,,,,,,
3149,Israel Defense Forces,,,,,,,,Military,"10,001+ employees"
,MoovingON,,,,,,,,,
,UmanEye LTD,,,,,,,,,
,www.neustar.biz,,,,,,,,,
,MIND CTI Ltd,,,,,,,,,
,Harmonic,,,,,,,,,
,MRV Communications,,,,,,,,,
,Telco Systems,,,,,,,,,
,Camtek,,,,,,,,,
,SimplyCFO,,,,,,,,,
,Investors Group Financial Services Inc.,,,,,,,,,
,Schulich School of Business,,,,,,,,,
,Philips Medical Systems,,,,,,,,,
,Lumenis,,,,,,,,,
1929274,Bigoper,,,,,,,http://www.bigoper.com,Information Technology and Services,
,Sharedbook.com Ltd,,,,,,,,,
,Realcommerce.co.il (Company specializes in Content Management Services for large companies),,,,,,,,,
,Ness Technologies (Global provider of IT-related services),,,,,,,,,
3149,Israel Defense Forces,,,,,,,,Military,"10,001+ employees"
,AB Centek,,,,,,,,,
,M86 Security (formerly Finjan Software),,,,,,,,,
,Alma Lasers,,,,,,,,,
,DeLaval,,,,,,,,,
,Signal Business Development,,,,,,,,,
,Landor Associates,,,,,,,,,
,Siegel & Gale,,,,,,,,,
15219,ANC,,,,,,,,Telecommunications,1001-5000 employees
44255,DataSafe,,,,,,,http://www.datasafe.co.il,Information Technology and Services,201-500 employees
97567,A.R.M.I.,,,,,,,,Marketing and Advertising,51-200 employees
6664,Merlin,,,,,,,,Consumer Electronics,201-500 employees
17534,OmniSky,,,,,,,,Wireless,201-500 employees
21424,Viola Networks,,,,,,,,Computer Software,11-50 employees
,Medatech,,,,,,,,,
,LSI Corporation,,,,,,,,,
,afimilk Ltd,,,,,,,,,
,Neustar NGM (Followap),,,,,,,,,
,Astea Israel,,,,,,,,,
,Qualcomm Israel,,,,,,,,,
,Surf Communication Solutions,,,,,,,,,
,In Other Words,,,,,,,,,
,PowerPlug Ltd,,,,,,,,,
,John Deere,,,,,,,,,
,Nuance,,,,,,,,,
92964,MISG,,,,,,,,Information Technology and Services,11-50 employees
50781,Xtend,,,,,,,,Information Technology and Services,51-200 employees
68434,Hingi,,,,,,,,Computer Software,11-50 employees
11828,Vyyo,,,,,,,http://www.vyyo.com,Telecommunications,51-200 employees
,Microsoft TV,,,,,,,,,
745809,Forex Place,,,,,,,http://www.4xp.com,Financial Services,201-500 employees
155675,"Syslogics, Inc.",,,,,,,,Information Technology and Services,1-10 employees
,Synel Industries Ltd.,,,,,,,,,
,Normative,,,,,,,,,
93976,Ness Consulting Group Inc.,,,,,,,,Human Resources,1-10 employees
50811,superDimension,Cheshire Lane,Cheshire Lane,Minneapolis,MN,55441,United States,http://www.superDimension.com,Medical Devices,51-200 employees
,Covidien,,,,,,,,,
,Philips Medical Systems Technologies Ltd.,,,,,,,,,
,Freelancer / Senior DBA,,,,,,,,,
,Medatech Ltd.,,,,,,,,,
,GE Medical Systems,,,,,,,,,
,Discretix,,,,,,,,,
,S.A.E. Afikim,,,,,,,,,
27232,Topio,,,,,,,,Computer Software,51-200 employees
,ZIM Intergrated Shipping Service LTD,,,,,,,,,
36718,StoreAge,,,,,,,,Computer Software,51-200 employees
,FREELOGY Business Management LTD,,,,,,,,,
,SIMCO Solutions,,,,,,,,,
,Easy Writer,,,,,,,,,
,Intergraph,,,,,,,,,
,Tadiran Telecom (NESS),,,,,,,,,
,Cognizant,,,,,,,,,
165476,"PIPC (acquired by Cognizant, May 2010)",,,,,,,,,
3375,EMI Records,,,,,,,,,
12447,Codex systems Ltd,,,,,,,,,
,Bediyuk,,,,,,,,,
,Gisha Shona,,,,,,,,,
859255,AXA New Zealand,,,,,,,,,
,Price Waterhouse NZ,,,,,,,,,
166036,Softwatch Ltd,,,,,,,,,
6650,South African Post Office,,,,,,,,,
69241,Investment Data Technologies,,,,,,,,,
,IBM Global Services,,,,,,,,,
136742,CORE Education,,,,,,,,,
25484,Ofgem,,,,,,,,,
,Department of Energy and Climate Change,,,,,,,,,
,ATA Alternative Technology Association,,,,,,,,,
,MetService,,,,,,,,,
,Chaos Dimention,,,,,,,,,
,Deloitte Brightman Almagor Zohar,,,,,,,,,
,NOVA Project,,,,,,,,,
,NetCom,,,,,,,,,
,Sparks Interactive,,,,,,,,,
,Virgin Mobile Australia,,,,,,,,,
,Write Limited,,,,,,,,,
,International Data Corporation,,,,,,,,,
,Zone 1 Ltd.,,,,,,,,,
,TTI,,,,,,,,,
,UXISME,,,,,,,,,
,KorAnga,,,,,,,,,
84502,Neurosonix,,,,,,,,,
,phil&teds,,,,,,,,,
163308,CWA,,,,,,,,,
85950,Stomp,,,,,,,,,
1135225,Rugby New Zealand 2011 Ltd,,,,,,,,,
,Project Plus Ltd,,,,,,,,,
,Comtex,,,,,,,,,
,Ministry of Education of New Zealand,,,,,,,,,
,AXA,,,,,,,,,
,"The HIT Lab NZ, University of Canterbury",,,,,,,,,
,Guardly,,,,,,,,,
,Leuko Ophthalmic Technologies Limited (LeukoTech),,,,,,,,,
,EarlySense,,,,,,,,,
,Foamix,,,,,,,,,
431338,go active,,,,,,,,,
,Mango DSP,,,,,,,,,
,MATE Intelligent Video Ltd,,,,,,,,,
58706,FTK,,,,,,,,,
140932,AppliSonix,,,,,,,,,
,WaveXtend,,,,,,,,,
1358605,Dunkin Donuts,,,,,,,,,
,JVP,,,,,,,,,
3149,IDF,,,,,,,,,
,Auckland University of Technology,,,,,,,,,
,Middlesex University,,,,,,,,,
50615,University of the Virgin Islands,,,,,,,,,
,University of Wales,,,,,,,,,
,Chalmers University of Technology,,,,,,,,,
,University of Waikato,,,,,,,,,
,American University of Sharjah,,,,,,,,,
,University of Manchester,,,,,,,,,
,"European Commission, Joint Research Centre",,,,,,,,,
,Nomad8,,,,,,,,,
,Valtech,,,,,,,,,
,Cable & Wireless,,,,,,,,,
,Energis,,,,,,,,,
3438,Xansa,,,,,,,,,
,axon IT,,,,,,,,,
11084,Pink Roccade,,,,,,,,,
,Touchpoint Group (NZ),,,,,,,,,
,Sears Israel (Delver),,,,,,,,,
,RAD Data Communications,,,,,,,,,
